Date,Portfolio_Value,Rolling_Vol_30d,Drawdown_Pct,Risk_Regime
2021-08-16,1179124.7493618499,0.12575782872624114,0.0,Normal
2021-08-17,1189200.3592705845,0.12051523133879169,0.0,Normal
2021-08-24,1198549.6629809402,0.1179452673448672,0.0,Normal
2021-08-25,1202127.5998149824,0.11753428377770048,0.0,Normal
2021-08-27,1203769.2988324414,0.11703609952489283,0.0,Normal
2021-08-31,1215447.2551213193,0.11099545773515665,0.0,Normal
2021-09-01,1211452.8794370983,0.10957841227020924,-0.003286342264043655,Normal
2021-09-02,1224352.7466529573,0.1096963830093413,0.0,Normal
2021-09-03,1227143.234079823,0.10523921301795075,0.0,Normal
2021-09-08,1223370.7258176554,0.10675646389090396,-0.0030742199911131633,Normal
2021-09-09,1222468.6359429178,0.0979866041840686,-0.003809333749381242,Normal
2021-09-10,1220882.2247342921,0.09868416647264051,-0.005102101508326045,Normal
2021-09-13,1229059.8748626162,0.0967512175392384,0.0,Normal
2021-09-14,1236422.6033214515,0.09704296095681102,0.0,Normal
2021-09-15,1245941.0740855,0.09336907700485944,0.0,Normal
2021-09-17,1226082.4123538563,0.1082017055301139,-0.015938684537083553,Normal
2021-09-20,1216729.6973298413,0.10947808484779917,-0.023445231370271206,Normal
2021-09-21,1219327.7223483894,0.10751199229340175,-0.02136004044705276,Normal
2021-09-23,1227780.4644798462,0.10721249999705683,-0.014575817414947567,Normal
2021-09-24,1227354.2973800397,0.10601483562540907,-0.014917861760920574,Normal
2021-09-27,1211004.7575754626,0.11438108160505998,-0.028040103369800368,Normal
2021-09-28,1187431.8088867357,0.1265141220083309,-0.04695989755511448,Normal
2021-09-29,1193440.4437387087,0.12663955841119354,-0.042137330118381354,Normal
2021-09-30,1189475.002729462,0.12671527366228763,-0.04532001755980575,Normal
2021-10-01,1207867.3371743783,0.13313510417532237,-0.030558216357918243,Normal
2021-10-05,1216953.8196559646,0.13402965406610873,-0.023265349407323804,Normal
2021-10-07,1225542.4753589807,0.13391047393551625,-0.016372041303391184,Normal
2021-10-11,1212856.272577672,0.1387546917340937,-0.02655406599554618,Normal
2021-10-12,1210379.7846891584,0.13387821039277287,-0.02854171046768247,Normal
2021-10-13,1222866.6975523923,0.1318898280565996,-0.01851963709443004,Normal
2021-10-14,1241629.3841915904,0.13796416946119142,-0.0034605889344120374,Normal
2021-10-15,1243123.5584414487,0.1364577700188706,-0.0022613554546465024,Normal
2021-10-18,1259802.6236856903,0.1395758342521409,0.0,Normal
2021-10-19,1253916.9343742721,0.14070904206630147,-0.0046719138385336815,Normal
2021-10-20,1242716.000632466,0.14388927136185803,-0.01356293655210489,Normal
2021-10-21,1245390.8544543153,0.14162085651340267,-0.011439704093655455,Normal
2021-10-25,1235721.1721414374,0.14334531350341836,-0.01911525749470183,Normal
2021-10-26,1236371.7466757717,0.14022020312916036,-0.01859884760468992,Normal
2021-10-27,1250577.584035804,0.14378739239126462,-0.007322607110388014,Normal
2021-10-28,1230105.4808024194,0.1518378011099254,-0.02357285365574866,Normal
2021-11-01,1244795.4876688905,0.15552638330479832,-0.01191229144522244,Normal
2021-11-02,1247611.018639684,0.155490154555181,-0.009677392963620374,Normal
2021-11-03,1254832.8574108458,0.1552111913813076,-0.003944876904847947,Normal
2021-11-04,1262299.9537361704,0.155199516519058,0.0,Normal
2021-11-05,1261943.274086738,0.15379735063874903,-0.0002825633070624125,Normal
2021-11-08,1265770.6632872042,0.14575076347410335,0.0,Normal
2021-11-09,1270673.8192814435,0.14357060327255383,0.0,Normal
2021-11-10,1257488.6886686024,0.14760903977715192,-0.010376487193461813,Normal
2021-11-11,1250971.3246566239,0.1475872733130662,-0.015505548572615763,Normal
2021-11-12,1265290.172838704,0.15079640425489865,-0.00423684376041047,Normal
2021-11-15,1265263.5056057835,0.14452943786187644,-0.004257830446777784,Normal
2021-11-16,1269337.583283614,0.12995546448802675,-0.0010515963873287462,Normal
2021-11-17,1263352.9115606516,0.13119111669265626,-0.00576143744342808,Normal
2021-11-19,1267052.7035707813,0.13027521984832457,-0.0028497602262002424,Normal
2021-11-22,1246486.5366236249,0.1346186005894226,-0.01903500512153179,Normal
2021-11-23,1245739.7179145515,0.13328839261153733,-0.019622739517047766,Normal
2021-11-24,1239701.3555437655,0.13289570662685585,-0.02437483425541317,Normal
2021-11-29,1232965.9588040828,0.130146865127653,-0.02967548390875337,Normal
2021-11-30,1234328.4742577707,0.12992166449146458,-0.02860320600941146,Normal
2021-12-01,1235558.713214875,0.12670114561177767,-0.027635027600101062,Normal
2021-12-02,1247751.810911791,0.1220668853865762,-0.018039254466275835,Normal
2021-12-03,1240442.0872131481,0.12326150024428399,-0.023791890262908837,Normal
2021-12-06,1225286.5643103418,0.12141182899755051,-0.03571904471658022,Normal
2021-12-07,1240137.895058841,0.12649014139414053,-0.02403128462965448,Normal
2021-12-08,1251065.1955693841,0.12645660763233063,-0.01543167366362193,Normal
2021-12-09,1250530.1137549244,0.12633592806281116,-0.015852774505034042,Normal
2021-12-10,1261246.7441974843,0.1262908179491488,-0.007418957517587078,Normal
2021-12-13,1258163.5047386982,0.1266162846298412,-0.009845417724762544,Normal
2021-12-14,1247741.4198977498,0.12484270217128483,-0.018047432028356264,Normal
2021-12-15,1241951.182451951,0.11567726948579023,-0.022604256413919693,Normal
2021-12-16,1234252.6712424802,0.11179550507212285,-0.028662861771685207,Normal
2021-12-20,1230094.4746167378,0.11187442534337705,-0.031935296099555276,Normal
2021-12-21,1252997.3483672147,0.12345401329974415,-0.01391110027294395,Normal
2021-12-22,1259608.7809827903,0.12318673888299825,-0.00870800840526517,Normal
2021-12-23,1272047.521740422,0.1264763774745442,0.0,Normal
2021-12-27,1280360.8290602309,0.12753702406056855,0.0,Normal
2021-12-28,1285637.3092196884,0.1275975147804614,0.0,Normal
2021-12-30,1290089.1017964364,0.1236506338027082,0.0,Normal
2021-12-31,1288893.3537782712,0.12244892441919022,-0.0009268724280362121,Normal
2022-01-03,1298506.9334934703,0.12004928613673921,0.0,Normal
2022-01-04,1299802.7688487777,0.12002033995278293,0.0,Normal
2022-01-06,1268356.5819554424,0.140488166221699,-0.024193045011888136,Normal
2022-01-07,1276312.630969918,0.1408993509652871,-0.018072078658260306,Normal
2022-01-10,1270557.607295747,0.14136391814136046,-0.022499691687018777,Normal
2022-01-12,1273335.303691456,0.13254715892509775,-0.02036267793210167,Normal
2022-01-13,1242617.671594527,0.15125177029069864,-0.043995211138762945,Normal
2022-01-18,1249084.3579315979,0.1512990765534237,-0.03902008222532152,Normal
2022-01-21,1211698.0932471878,0.1748901888814522,-0.06778311118664825,Normal
2022-01-24,1184869.3050937983,0.1858375671626666,-0.08842377205949087,Normal
2022-01-25,1173521.7252168662,0.18720964298351242,-0.09715400417538529,Normal
2022-01-26,1181793.181449705,0.18588283322068241,-0.09079038006942593,Normal
2022-01-27,1165180.2894029052,0.18898049970703015,-0.10357146689655568,Normal
2022-01-31,1202822.376185582,0.21028695556774965,-0.07461162184558992,Normal
2022-02-02,1221547.377263324,0.21228753608064282,-0.060205589233175476,Normal
2022-02-04,1199841.8272353618,0.21621806819258935,-0.07690469970451776,Normal
2022-02-07,1184333.9892468215,0.21878924381020626,-0.08883561596366331,Normal
2022-02-11,1172926.0816691257,0.21766991528537455,-0.0976122610448241,Normal
2022-02-15,1183092.256092491,0.22001287935638775,-0.08979094025138597,Normal
2022-02-17,1171553.4015144275,0.2204215602463019,-0.09866832907883356,Normal
2022-02-18,1165589.9403776505,0.22047088951355756,-0.10325630294663717,Normal
2022-02-24,1111487.9470131197,0.2566856020452435,-0.14487953584100038,High Volatility
2022-02-25,1139703.889300416,0.26970630707592025,-0.12317167141454832,High Volatility
2022-02-28,1145431.560002905,0.26335598723317355,-0.11876510232594573,High Volatility
2022-03-02,1147135.5994284542,0.26255369730821027,-0.1174541038680348,High Volatility
2022-03-03,1150869.7119844866,0.26041934294395913,-0.11458127373909174,High Volatility
2022-03-04,1143539.9155819651,0.2588584216044819,-0.12022043421650276,High Volatility
2022-03-07,1123096.8287683467,0.26095194363159047,-0.1359482717804469,High Volatility
2022-03-08,1141421.3988848296,0.2668668240639706,-0.12185030972370134,High Volatility
2022-03-09,1157273.926196806,0.2717441723252602,-0.10965420759813292,High Volatility
2022-03-10,1156764.8948506846,0.2699214922960743,-0.11004582958749995,High Volatility
2022-03-11,1146414.4888284479,0.2699137511209209,-0.11800888849943313,High Volatility
2022-03-14,1157883.148076704,0.2658281293422613,-0.10918550427290637,High Volatility
2022-03-16,1179319.972774089,0.27174444607891673,-0.09269313696061678,High Volatility
2022-03-17,1190857.2849813635,0.2740164118857835,-0.08381693475226723,High Volatility
2022-03-18,1196076.8045039743,0.27439122179820996,-0.07980131049934024,High Volatility
2022-03-21,1187839.5388231159,0.26658935151378044,-0.08613863018989149,High Volatility
2022-03-22,1199714.7410790904,0.2679801247653988,-0.07700247312008292,High Volatility
2022-03-23,1196667.8029004957,0.25351759133711993,-0.0793466273653407,High Volatility
2022-03-24,1203270.435215825,0.2452636423524087,-0.07426690875451088,High Volatility
2022-03-25,1193197.5724791551,0.24485165190320826,-0.08201644043583763,High Volatility
2022-03-28,1194396.9943389143,0.2440899593218684,-0.08109366823646659,High Volatility
2022-03-29,1196399.7995902062,0.24019321650856681,-0.079552815039896,High Volatility
2022-03-30,1195494.288539914,0.22159629597422043,-0.08024946769520176,Normal
2022-04-01,1193904.8561780234,0.21657737417985584,-0.0814722934961487,Normal
2022-04-04,1204128.2602596497,0.21187828567324019,-0.0736069432086731,Normal
2022-04-05,1209881.205260208,0.20854484440359622,-0.06918092940224482,Normal
2022-04-06,1190483.6593826725,0.2121669807241159,-0.08410438266947844,Normal
2022-04-07,1182907.5178124902,0.2116264731802284,-0.08993306818373718,Normal
2022-04-08,1182740.9622164113,0.2095830486324005,-0.09006120731381959,Normal
2022-04-11,1165407.620067683,0.21358595261748117,-0.10339657061980806,Normal
2022-04-12,1152127.9917614814,0.1635780120180341,-0.11361321934872506,Normal
2022-04-13,1155730.0996671044,0.14730411918680172,-0.11084194666647544,Normal
2022-04-18,1124077.2284116305,0.16773539145109378,-0.13519400377396149,Normal
2022-04-19,1120039.2516166847,0.1678259980521544,-0.13830061109294894,Normal
2022-04-20,1131072.067765478,0.1702557358624769,-0.12981254166179595,Normal
2022-04-21,1133256.5853568446,0.16949397263505397,-0.12813188853216664,Normal
2022-04-22,1128753.8545813463,0.16141461448390415,-0.13159605316037892,Normal
2022-04-25,1124816.1176186525,0.1543689581451581,-0.13462554121584858,Normal
2022-04-27,1123388.7337969646,0.14831401985027765,-0.1357236953788468,Normal
2022-04-28,1134109.9577464566,0.15139956300132712,-0.1274753486246791,Normal
2022-04-29,1110431.8191675695,0.16095654959926792,-0.14569206514995517,Normal
2022-05-03,1114668.9017398972,0.1582641425074185,-0.14243227630054348,Normal
2022-05-04,1104129.538828826,0.14855781774758292,-0.15054070872095274,Normal
2022-05-05,1100353.530272388,0.14420584990477456,-0.15344577143272287,Normal
2022-05-06,1078212.3120182983,0.15136663802395953,-0.17048006216107686,Normal
2022-05-09,1068007.6280207362,0.1520675174429126,-0.1783310101988321,Normal
2022-05-10,1066285.109836298,0.1467524976712483,-0.1796562252435452,Normal
2022-05-12,1043890.9762051634,0.1549770099004659,-0.196885095782857,Normal
2022-05-13,1049206.1356725257,0.1547428764384509,-0.1927958911783231,Normal
2022-05-16,1046898.1838180089,0.1544496821294571,-0.1945715081487047,Normal
2022-05-17,1070219.2253025088,0.17184063064334137,-0.17662952337731114,Normal
2022-05-18,1055275.7046696467,0.17363881600875117,-0.18812628349430754,Normal
2022-05-23,1041856.5442595758,0.17507480572780704,-0.19845028089735672,Normal
2022-05-24,1036594.2321305885,0.17480585136009408,-0.20249882753466544,Normal
2022-05-25,1020008.8215173159,0.17318144700999677,-0.2152587715898409,Normal
2022-05-26,1032301.3341805547,0.17810040189332527,-0.2058015578049171,Normal
2022-05-27,1049218.769191251,0.18553285983927806,-0.19278617161237976,Normal
2022-06-01,1058662.2003873063,0.18926314361523414,-0.18552089150806106,Normal
2022-06-02,1070496.8827987022,0.1938589068472967,-0.17641590827904563,Normal
2022-06-03,1067493.253041705,0.19080079294310334,-0.1787267432987753,Normal
2022-06-06,1062361.5681626739,0.18918328640728538,-0.1826747921889743,Normal
2022-06-09,1058538.3758947283,0.188386237991684,-0.18561615557084468,Normal
2022-06-10,1032949.8321527357,0.18481443421460372,-0.2053026375166065,Normal
2022-06-13,998563.1796630991,0.20556586364137794,-0.23175792235962345,Normal
2022-06-14,999435.5121332566,0.20202005306500326,-0.23108679556172462,Normal
2022-06-15,1003161.4932280845,0.20255263119476621,-0.2282202213520636,Normal
2022-06-16,974548.8435574318,0.21499510789120937,-0.25023329160886465,Normal
2022-06-17,958241.4549456071,0.21771716532674118,-0.2627793401345714,Normal
2022-06-21,987168.8171432624,0.24015395544847154,-0.2405241465844946,High Volatility
2022-06-23,994652.0027887314,0.2392460277653354,-0.23476697647775852,High Volatility
2022-06-24,1000402.0161521587,0.23556713034094126,-0.23034321811900374,Normal
2022-06-27,1003047.7888751888,0.23527750104889272,-0.22830769951076643,Normal
2022-06-29,993104.0383239795,0.23538358328994713,-0.23595789905605313,Normal
2022-06-30,985280.2455911825,0.23572434659415023,-0.24197711437110161,Normal
2022-07-01,998818.4168198262,0.23544323062888667,-0.2315615562932908,Normal
2022-07-06,997443.4649665112,0.2345322158567652,-0.23261937205293315,Normal
2022-07-07,1004405.3015750898,0.23605334151767896,-0.2272633005200616,Normal
2022-07-12,970866.9563241838,0.24767042297095698,-0.25306594231671703,High Volatility
2022-07-13,963677.9916226228,0.24703349515204978,-0.25859675427823353,High Volatility
2022-07-14,958098.0801883074,0.24717422508104642,-0.262889645144482,High Volatility
2022-07-18,968366.1812467513,0.23925558579703485,-0.2549899073500024,High Volatility
2022-07-19,977146.8875017094,0.2396170908306966,-0.2482344930168455,High Volatility
2022-07-21,996507.2205209492,0.24592295270324163,-0.23333966936880304,High Volatility
2022-07-26,972287.6820951666,0.25475776056781096,-0.2519729105083288,High Volatility
2022-07-27,993545.4370637946,0.26017988123598645,-0.23561831004270917,High Volatility
2022-07-28,1013111.6704703979,0.2642908029720679,-0.22056507744809564,High Volatility
2022-07-29,1027461.2007607515,0.263148666119776,-0.20952530231123945,High Volatility
2022-08-01,1032241.6039709776,0.26206675391854967,-0.20584751109183771,High Volatility
2022-08-02,1032745.2392376855,0.2596512924610376,-0.20546004056263278,High Volatility
2022-08-03,1045885.4552509795,0.262662321762245,-0.19535064833158514,High Volatility
2022-08-04,1050088.966016218,0.26270046586228163,-0.1921166878677514,High Volatility
2022-08-05,1052276.3440165413,0.2626121165939735,-0.19043383408966588,High Volatility
2022-08-08,1049336.8457096831,0.2525236092554209,-0.19269532973908785,High Volatility
2022-08-09,1051184.914392118,0.23052609597247306,-0.19127352273365134,Normal
2022-08-10,1052458.1566641554,0.23051750544624283,-0.1902939569852532,Normal
2022-08-11,1058997.2440763067,0.23081496897387316,-0.18526312648629767,Normal
2022-08-12,1062293.2534829765,0.2116131980301189,-0.18272734991645007,Normal
2022-08-15,1063709.5988374164,0.2032627822497063,-0.181637688170542,Normal
2022-08-17,1066491.1269069063,0.18739407488074214,-0.17949772652701246,Normal
2022-08-22,1031401.0908952211,0.21376663990219366,-0.20649415771846472,Normal
2022-08-23,1022720.1703135807,0.21510112770811213,-0.21317280219414086,Normal
2022-08-25,1020652.820672503,0.21516685562124827,-0.21476331245510047,Normal
2022-08-26,1014014.7489413287,0.21393016963885184,-0.21987029629162014,Normal
2022-08-30,1007799.8375322303,0.21337476898976612,-0.2246517227957373,Normal
2022-08-31,1006359.6380972284,0.20990417892167157,-0.22575973661869408,Normal
2022-09-01,1000650.4964581728,0.21056575624695884,-0.2301520504188194,Normal
2022-09-06,997577.040357575,0.20973622612841247,-0.23251660616085698,Normal
2022-09-07,1009875.2782869597,0.18664236328765488,-0.22305498765678416,Normal
2022-09-08,1015205.0932048255,0.18509381840281464,-0.2189545079181648,Normal
2022-09-12,1036910.8450830895,0.1919154564054441,-0.20225524215379917,Normal
2022-09-13,1023340.056227007,0.1956506065369889,-0.2126958945214673,Normal
2022-09-14,1008248.9769406331,0.20021953574419377,-0.22430617851843082,Normal
2022-09-16,980327.6624184019,0.20929215238988613,-0.24578737181282645,Normal
2022-09-19,977429.3890225579,0.19669346296911822,-0.24801715118036158,Normal
2022-09-20,978630.5970124726,0.18595275799682096,-0.2470930048262354,Normal
2022-09-21,967745.5709491537,0.17837878620451322,-0.2554673723258212,Normal
2022-09-22,968031.9250116117,0.17228040280917917,-0.2552470665461131,Normal
2022-09-23,959035.1940943717,0.17237112529321386,-0.2621686789113555,Normal
2022-09-26,955287.4018096197,0.17219088733725355,-0.26505203350527695,Normal
2022-09-27,961095.638869212,0.1681371948651438,-0.2605834808919166,Normal
2022-09-29,959452.5098491956,0.16693116227596397,-0.26184761808210866,Normal
2022-09-30,955108.1786194051,0.16627847704777013,-0.2651899184171343,Normal
2022-10-03,961624.4982538584,0.1688023726531294,-0.2601766042508437,Normal
2022-10-04,986069.2994117041,0.1869909301074546,-0.24137005779341758,Normal
2022-10-06,988239.9276929299,0.18716629095510268,-0.23970009036970738,Normal
2022-10-07,970718.2181806018,0.19087270478281848,-0.2531803736344113,Normal
2022-10-10,972168.040842111,0.19048788294263636,-0.25206495620627856,Normal
2022-10-12,964511.8534239895,0.19056283354256337,-0.25795522479287536,Normal
2022-10-13,956523.83590778,0.19026716887469997,-0.26410078603312753,Normal
2022-10-14,949223.6439994657,0.1685788470896106,-0.26971717036717535,Normal
2022-10-18,964782.4223614589,0.17637077628343387,-0.2577470632594844,Normal
2022-10-19,960747.0609719296,0.17649115394312967,-0.2608516584228747,Normal
2022-10-20,963624.4440901688,0.17653348481145845,-0.25863795093801706,Normal
2022-10-21,969359.7499587672,0.1773587068402685,-0.2542255077535191,Normal
2022-10-24,980554.1205210893,0.18118102071912703,-0.24561314683953456,Normal
2022-10-26,964363.5236800599,0.18642531212459426,-0.25806934190932135,Normal
2022-10-31,980323.5532327229,0.19318502971161697,-0.24579053320452177,Normal
2022-11-01,983764.7663595086,0.1897682522178943,-0.24314304451680835,Normal
2022-11-04,984204.4603935664,0.18892626654454844,-0.242804767014563,Normal
2022-11-07,1003499.6724090899,0.18720985055519893,-0.2279600440473908,Normal
2022-11-09,1002078.3914373337,0.1836841484265243,-0.22905350299810145,Normal
2022-11-10,1013244.3138641054,0.18168516300055101,-0.22046302858584793,Normal
2022-11-11,1033743.8711019524,0.16980577055289514,-0.20469174564266474,Normal
2022-11-15,1035233.4217264438,0.16921870798713282,-0.20354576360585871,Normal
2022-11-17,1071420.324577204,0.19354391695299691,-0.17570546066296647,Normal
2022-11-22,1076857.9472469797,0.1888537437914939,-0.17152203930082258,Normal
2022-11-23,1081856.906278181,0.18862024739216773,-0.1676761027087435,Normal
2022-11-25,1121238.3288797163,0.20599986831289535,-0.1373781040082059,Normal
2022-11-28,1132180.6327296405,0.20453590041709824,-0.1289596699871616,Normal
2022-11-29,1144788.8382751974,0.20513596590558933,-0.11925957867505899,Normal
2022-11-30,1141566.4530167559,0.20551458743595774,-0.12173871269113405,Normal
2022-12-01,1165012.4253888144,0.20728241174175327,-0.1037006126547536,Normal
2022-12-02,1163942.2136515265,0.20842897490649928,-0.10452397737049106,Normal
2022-12-05,1150055.8157579883,0.2071818094517847,-0.11520744275950333,Normal
2022-12-06,1134534.2120767192,0.21405964246296957,-0.12714894961982218,Normal
2022-12-07,1130200.9448285166,0.20490468607975432,-0.1304827379083642,Normal
2022-12-08,1122013.9880568604,0.20778788223078815,-0.13678135256580742,Normal
2022-12-09,1098148.4354298734,0.21845963826970305,-0.1551422556189102,Normal
2022-12-13,1140647.2629416615,0.23569456337996353,-0.12244588926986104,Normal
2022-12-14,1146734.5701767798,0.23219620245092876,-0.11776263471693398,Normal
2022-12-15,1120067.571794066,0.24561654515868636,-0.1382788230355143,High Volatility
2022-12-19,1096829.296157821,0.25566208777857224,-0.15615713210914933,High Volatility
2022-12-21,1102669.9643849593,0.2556381442948571,-0.1516636286583825,High Volatility
2022-12-27,1089654.6181533362,0.259939657029363,-0.16167695263610465,High Volatility
2022-12-28,1090864.49728192,0.25904720426898525,-0.16074613516319275,High Volatility
2022-12-29,1103078.7888904423,0.25265480046473776,-0.15134910055051803,High Volatility
2023-01-03,1119065.5809557047,0.25189043883646184,-0.13904970217377685,High Volatility
2023-01-05,1082245.9698229507,0.27478471969334395,-0.1673767776464386,High Volatility
2023-01-09,1091793.3443585152,0.2751261150173115,-0.16003152899458306,High Volatility
2023-01-10,1087340.7549834119,0.27169173038823624,-0.163457117462168,High Volatility
2023-01-11,1099535.9230187659,0.2724881036284577,-0.15407479552254394,High Volatility
2023-01-17,1121699.1894506568,0.2759410817938756,-0.13702354208390058,High Volatility
2023-01-23,1136113.1823559077,0.27292205829778315,-0.12593417279596059,High Volatility
2023-01-25,1124073.483950087,0.2758150255551242,-0.1351968845660579,High Volatility
2023-01-26,1132606.8531984314,0.2595822807102994,-0.12863175833855936,High Volatility
2023-01-27,1122983.7670976603,0.26110686646309733,-0.13603525549320397,High Volatility
2023-01-31,1134137.8300607607,0.2621137920447057,-0.12745390512957963,High Volatility
2023-02-01,1132788.9686350129,0.24129183564956005,-0.12849164828421417,High Volatility
2023-02-02,1155652.1241705758,0.24653652158141304,-0.11090193691914872,High Volatility
2023-02-03,1145828.586354837,0.24590541692204435,-0.11845965109792317,High Volatility
2023-02-06,1131157.731095084,0.2486349932161729,-0.1297466367940276,High Volatility
2023-02-07,1138109.0643391586,0.24170245255381706,-0.12439864599829223,High Volatility
2023-02-08,1149810.522979415,0.24379672514419148,-0.11539615814344614,High Volatility
2023-02-09,1146848.2727091517,0.24142049588975487,-0.11767515795884655,High Volatility
2023-02-10,1144256.850553798,0.23812815584572994,-0.11966886209416616,Normal
2023-02-13,1143444.4336642723,0.23783173106930422,-0.12029389299038842,Normal
2023-02-15,1148555.09004826,0.23697772217043261,-0.11636202232010649,Normal
2023-02-16,1137343.7768323615,0.22973884352091822,-0.1249874180221239,Normal
2023-02-17,1123889.5807087722,0.20438930713020503,-0.13533837006349056,Normal
2023-02-21,1106643.65973707,0.20809467614988011,-0.14860647610620706,Normal
2023-02-22,1092745.9169035335,0.2001764196561073,-0.15929866969635126,Normal
2023-02-24,1088395.52420405,0.1911772115111733,-0.1626456334078816,Normal
2023-02-28,1068401.1938300452,0.1975335453115529,-0.17802822133059665,Normal
2023-03-01,1076974.9383945686,0.19646516135922432,-0.1714320324548666,Normal
2023-03-02,1086677.581715479,0.19829839017253512,-0.1639673281524562,Normal
2023-03-03,1091662.0227436088,0.1959587224196535,-0.16013256094962555,Normal
2023-03-06,1098076.1678912493,0.19190222155637873,-0.15519785446848652,Normal
2023-03-07,1095157.651745413,0.1650000277947936,-0.1574432075449546,Normal
2023-03-08,1093914.2350653114,0.16311200113289268,-0.15839982704900663,Normal
2023-03-09,1084406.3105145658,0.16468634694743026,-0.16571472495399162,Normal
2023-03-10,1080659.8734878574,0.1614310957642725,-0.16859703688353658,Normal
2023-03-13,1074005.5335464492,0.14990264336801412,-0.17371653662679526,Normal
2023-03-15,1068260.2448323953,0.1440573176275181,-0.17813666008840504,Normal
2023-03-16,1076163.436204069,0.1441778166686459,-0.17205635962968735,Normal
